Substructure,Frequency1,OccurrenceList1
[C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]1[O:14][CH:15]([S:16])[CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
[C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]1[O:14][CH:15]([S:16][CH3:17])[CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
[C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]1[O:14][CH:15]([S:16][CH3:17])[CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]1[O:14][CH:15]([S:16][CH3:17])[CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13][O:14])[N:24][CH2:26]1,1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10][CH3:11])[N:24][CH2:26]1,1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10][Cl:12])[N:24][CH2:26]1,1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22][OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13][O:14])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13][O:14])[CH2:26],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13][O:14])[CH2:26],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22][OH:23])[CH2:26],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:10]([CH3:11])[Cl:12])[CH2:26],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13][O:14])[N:24],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13][O:14])[N:24],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22][OH:23])[N:24],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13][O:14])[N:24][CH3:25],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10]([CH3:11])[Cl:12])[N:24],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10][CH3:11])[N:24][CH3:25],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10][Cl:12])[N:24][CH3:25],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22][OH:23])[N:24][CH3:25],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13][O:14],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13][O:14],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22][OH:23],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13][O:14])[CH3:25],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:10]([CH3:11])[Cl:12],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9][CH:10][CH3:11])[CH3:25],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9][CH:10][Cl:12])[CH3:25],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
C[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22][OH:23])[CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13][O:14])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13][O:14])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13][O:14])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10]([CH3:11])[Cl:12])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10][CH3:11])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10][Cl:12])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22][OH:23])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14])[CH2:26],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23])[CH2:26],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23])[CH2:26],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13][O:14])[N:24][CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13][O:14])[N:24][CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10]([CH3:11])[Cl:12])[N:24][CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24][CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14])[N:24],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23])[N:24],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23])[N:24],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[N:24],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22][OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]1[O:14][CH:15][CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13][O:14])[CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13][O:14])[CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22][OH:23])[CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9][CH:10]([CH3:11])[Cl:12])[CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[CH3:25],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
[CH2:1][CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23],1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13][O:14])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13][O:14])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22][OH:23])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:10]([CH3:11])[Cl:12])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22][OH:23])[CH2:26],1,"0,0,0,1"
[CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH2:2][CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]1[O:14][CH:15][CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23])[CH2:26],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14])[N:24][CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24][CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[N:24][CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22][OH:23])[N:24],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[N:24],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]1[O:14][CH:15][CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23])[N:24],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]1[O:14][CH:15][CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]1[O:14][CH:15]([S:16])[CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14])[CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23])[CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23])[CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24]([CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[CH3:25],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22][OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23],1,"0,0,0,1"
[CH2:2][CH:3][CH2:26][N:24][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]1[O:14][CH:15][CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23],1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13][O:14])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22][OH:23])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22][OH:23])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[N:24]([CH3:25])[CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH:3]1[CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9][CH:13]2[O:14][CH:15][CH:18]([OH:19])[CH:20]([OH:21])[CH:22]2[OH:23])[N:24][CH2:26]1,1,"0,0,0,1"
[CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10][Cl:12])[CH:13]([O:14])[CH:22]([CH:20]([CH:18][OH:19])[OH:21])[OH:23])[CH2:26],1,"0,0,0,1"
[CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9]([CH:10])[CH:13]1[O:14][CH:15][CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23])[CH2:26],1,"0,0,0,1"
[CH:3]([CH2:4][CH:5][C:6](=[O:7])[NH:8][CH:9][CH:13]1[O:14][CH:15]([S:16])[CH:18]([OH:19])[CH:20]([OH:21])[CH:22]1[OH:23])[CH2:26],1,"0,0,0,1"
[CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10]([CH3:11])[Cl:12])[CH:13]([O:14])[CH:22][OH:23])[N:24][CH3:25],1,"0,0,0,1"
[CH:3][CH2:4][CH:5]([C:6](=[O:7])[NH:8][CH:9]([CH:10][CH3:11])[CH:13]([O:14])[CH:22]([CH:20][OH:21])[OH:23])[N:24][CH3:25],1,"0,0,0,1"
